TYPE=CAN-TRACE-ASCII V=2,0 MANREV=5,162 MANID=128 TTS=0,000001 COLS=9 RECCNT=5500 NEXTREC=1033 DATAFORMAT=I386 TRACETYPE=NET DISPLAYCFG=7 RINGBUFIDX=39 FIRSTREC=39 LASTREC=1032 
Recordindex	Network[Index]	Time	Type	Node	Network-Id	Frame-data	Parameter-Id	Description	Value
215	PLK[0]	4043,176053	WR_RSP	10	1001323	00280000000000000103 00 00	10240	EPROM_ID+0
216	PLK[0]	4043,176055	RD_REQ	10	1001324	28280000000000000004 00 00	10280	EPROM_PRODUCT_TYPE+0
217	PLK[0]	4043,176059	RD_RSP	11	1001329	402803000000FFFF001C 00 00	10304	EPROM_STAT+0	3
218	PLK[0]	4043,176060	RD_REQ	11	1001328	1828030000000000001D 00 00	10264	EPROM_PRODUCT_CODE+0
219	PLK[0]	4043,182080	RD_RSP	10	1001325	28280200000000000004 00 00	10280	EPROM_PRODUCT_TYPE+0	2
220	PLK[0]	4043,182081	RD_REQ	10	1001324	8A040000000000000005 00 00	1162	POWER_STAGE_NO
221	PLK[0]	4043,182086	RD_RSP	11	1001329	1828BFB00000FFFF001D 00 00	10264	EPROM_PRODUCT_CODE+0	45247
222	PLK[0]	4043,182087	RD_REQ	11	1001328	2028030000000000001E 00 00	10272	EPROM_SERIAL_NO+0
223	PLK[0]	4043,188061	RD_RSP	10	1001325	8A040100000000000005 00 00	1162	POWER_STAGE_NO	1
224	PLK[0]	4043,188062	RD_REQ	10	1001324	92040000000000000006 00 00	1170	SLOT_NO
225	PLK[0]	4043,188067	RD_RSP	11	1001329	2028C3610400FFFF001E 00 00	10272	EPROM_SERIAL_NO+0	287171
226	PLK[0]	4043,188068	RD_REQ	11	1001328	3028030000000000001F 00 00	10288	EPROM_HW_REVISION+0
227	PLK[0]	4043,194084	RD_RSP	10	1001325	92040200000000000006 00 00	1170	SLOT_NO	2
228	PLK[0]	4043,194085	RD_REQ	10	1001324	18280000000000000007 00 00	10264	EPROM_PRODUCT_CODE+0
229	PLK[0]	4043,194090	RD_RSP	11	1001329	302830430400FFFF001F 00 00	10288	EPROM_HW_REVISION+0	0x4330
230	PLK[0]	4043,194091	RD_REQ	11	1001328	93040300000000000020 00 00	1171	EPROM_ORDERTEXT
231	PLK[0]	4043,200066	RD_RSP	10	1001325	18288AA9000000000007 00 00	10264	EPROM_PRODUCT_CODE+0	43402
232	PLK[0]	4043,200067	RD_REQ	10	1001324	20280000000000000008 00 00	10272	EPROM_SERIAL_NO+0
233	PLK[0]	4043,200071	RD_RSP	11	1001329	930420000000FFFF0020 00 00	1171	EPROM_ORDERTEXT	
234	PLK[0]	4043,200072	RD_REQ	11	1001328	24040300000000000021 00 00	1060	RD_BLOCK_SEGM
235	PLK[0]	4043,206077	RD_RSP	10	1001325	2028D492020000000008 00 00	10272	EPROM_SERIAL_NO+0	168660
236	PLK[0]	4043,206078	RD_REQ	10	1001324	30280000000000000009 00 00	10288	EPROM_HW_REVISION+0
237	PLK[0]	4043,206083	RD_RSP	11	1001329	24043842414330310021 00 00	1060	RD_BLOCK_SEGM	38 42 41 43 30 31
238	PLK[0]	4043,206084	RD_REQ	11	1001328	24040300000000000022 00 00	1060	RD_BLOCK_SEGM
239	PLK[0]	4043,212051	RD_RSP	10	1001325	30283049020000000009 00 00	10288	EPROM_HW_REVISION+0	0x4930
240	PLK[0]	4043,212053	RD_REQ	10	1001324	9304000000000000000A 00 00	1171	EPROM_ORDERTEXT
241	PLK[0]	4043,212058	RD_RSP	11	1001329	240432302E3030310022 00 00	1060	RD_BLOCK_SEGM	32 30 2E 30 30 31
242	PLK[0]	4043,212059	RD_REQ	11	1001328	24040300000000000023 00 00	1060	RD_BLOCK_SEGM
243	PLK[0]	4043,218075	RD_RSP	10	1001325	9304200000000000000A 00 00	1171	EPROM_ORDERTEXT	
244	PLK[0]	4043,218077	RD_REQ	10	1001324	2404000000000000000B 00 00	1060	RD_BLOCK_SEGM
245	PLK[0]	4043,218082	RD_RSP	11	1001329	24042D3200FFFFFF0023 00 00	1060	RD_BLOCK_SEGM	2D 32 00 FF FF FF
246	PLK[0]	4043,218083	WR_REQ	11	1001326	26040300000000000124 00 00	1062	CMD_RD_BLOCK_ABORT	
247	PLK[0]	4043,224046	RD_RSP	10	1001325	2404384230503034000B 00 00	1060	RD_BLOCK_SEGM	38 42 30 50 30 34
248	PLK[0]	4043,224048	RD_REQ	10	1001324	2404000000000000000C 00 00	1060	RD_BLOCK_SEGM
249	PLK[0]	4043,224052	WR_RSP	11	1001327	26042D3200FFFFFF0124 00 00	1062	CMD_RD_BLOCK_ABORT
250	PLK[0]	4043,224062	MAN_INF	11	1006011	B2FF4230424600000000 00 00	65458	HW_PRODUCT_CODE	B0BF
251	PLK[0]	4043,224062	MAN_INF	11	1006011	B1FF4330000000000000 00 00	65457	HW_REVISION	C0
252	PLK[0]	4043,224063	MAN_INF	11	1006011	7EFF3842414330310000 00 00	65406	MODEL_NUMBER	8BAC01
253	PLK[0]	4043,224064	MAN_INF	11	1006011	7EFF32302E3030310000 00 00	65406	MODEL_NUMBER	20,001
254	PLK[0]	4043,224065	MAN_INF	11	1006011	7EFF2D3200FFFFFF0000 00 00	65406	MODEL_NUMBER	-2
255	PLK[0]	4043,230087	RD_RSP	10	1001325	2404343048433030000C 00 00	1060	RD_BLOCK_SEGM	34 30 48 43 30 30
256	PLK[0]	4043,230088	RD_REQ	10	1001324	2404000000000000000D 00 00	1060	RD_BLOCK_SEGM
257	PLK[0]	4043,230094	RD_REQ	11	1001328	0B060300000000000025 01 00	1547	MOTOR_HWINFO_DATA
258	PLK[0]	4043,236046	RD_RSP	10	1001325	24042E3030312D31000D 00 00	1060	RD_BLOCK_SEGM	2E 30 30 31 2D 31
259	PLK[0]	4043,236047	WR_REQ	10	1001322	2604000000000000010E 00 00	1062	CMD_RD_BLOCK_ABORT	
260	PLK[0]	4043,236051	RD_RSP	11	1001329	0B0630000000FFFF0025 01 00	1547	MOTOR_HWINFO_DATA	48
261	PLK[0]	4043,236052	RD_REQ	11	1001328	24040300000000000026 01 00	1060	RD_BLOCK_SEGM
262	PLK[0]	4043,242072	WR_RSP	10	1001323	26042E3030312D31010E 00 00	1062	CMD_RD_BLOCK_ABORT
263	PLK[0]	4043,242081	MAN_INF	10	1006010	C3FF0600000000000000 00 00	65475	ACOPOS_ID	6
264	PLK[0]	4043,242081	MAN_INF	10	1006010	C2FF0000000000000000 00 00	65474	ACOPOS_ID_NR	0
265	PLK[0]	4043,242082	MAN_INF	10	1006010	B8FF0200000000000000 00 00	65464	ACOPOS_TYP	2
266	PLK[0]	4043,242083	MAN_INF	10	1006010	B2FF4139384100000000 00 00	65458	HW_PRODUCT_CODE	A98A
267	PLK[0]	4043,242083	MAN_INF	10	1006010	B1FF4930000000000000 00 00	65457	HW_REVISION	I0
268	PLK[0]	4043,242084	MAN_INF	10	1006010	7EFF3842305030340000 00 00	65406	MODEL_NUMBER	8B0P04
269	PLK[0]	4043,242085	MAN_INF	10	1006010	7EFF3430484330300000 00 00	65406	MODEL_NUMBER	40HC00
270	PLK[0]	4043,242086	MAN_INF	10	1006010	7EFF2E3030312D310000 00 00	65406	MODEL_NUMBER	,001-1
271	PLK[0]	4043,242091	RD_RSP	11	1001329	24044D33503431350026 01 00	1060	RD_BLOCK_SEGM	4D 33 50 34 31 35
272	PLK[0]	4043,242092	RD_REQ	11	1001328	24040300000000000027 01 00	1060	RD_BLOCK_SEGM
273	PLK[0]	4043,248043	MAN_INF	10	1006010	B4FF0100000000000000 00 00	65460	ACOPOS_SUB_SLOT	1
274	PLK[0]	4043,248044	WR_REQ	10	1001322	0028020000000000010F 00 00	10240	EPROM_ID+0	2
275	PLK[0]	4043,248048	RD_RSP	11	1001329	24043433373835430027 01 00	1060	RD_BLOCK_SEGM	34 33 37 38 35 43
276	PLK[0]	4043,248049	RD_REQ	11	1001328	24040300000000000028 01 00	1060	RD_BLOCK_SEGM
277	PLK[0]	4043,254087	WR_RSP	10	1001323	00282E3030312D31010F 00 00	10240	EPROM_ID+0
278	PLK[0]	4043,254088	RD_REQ	10	1001324	28280200000000000010 00 00	10280	EPROM_PRODUCT_TYPE+0
279	PLK[0]	4043,254094	RD_RSP	11	1001329	240439000000384C0028 01 00	1060	RD_BLOCK_SEGM	39 00 00 00 38 4C
280	PLK[0]	4043,254095	RD_REQ	11	1001328	24040300000000000029 01 00	1060	RD_BLOCK_SEGM
281	PLK[0]	4043,260052	RD_RSP	10	1001325	2828000000002D310010 00 00	10280	EPROM_PRODUCT_TYPE+0	0
282	PLK[0]	4043,260053	RD_REQ	10	1001324	40280200000000000011 00 00	10304	EPROM_STAT+0
283	PLK[0]	4043,260057	RD_RSP	11	1001329	2404534132362E440029 01 00	1060	RD_BLOCK_SEGM	53 41 32 36 2E 44
284	PLK[0]	4043,260057	RD_REQ	11	1001328	2404030000000000002A 01 00	1060	RD_BLOCK_SEGM
285	PLK[0]	4043,266084	RD_RSP	10	1001325	4028000000002D310011 00 00	10304	EPROM_STAT+0	0
286	PLK[0]	4043,266093	RD_RSP	11	1001329	2404393036305332002A 01 00	1060	RD_BLOCK_SEGM	39 30 36 30 53 32
287	PLK[0]	4043,266094	RD_REQ	11	1001328	2404030000000000002B 01 00	1060	RD_BLOCK_SEGM
288	PLK[0]	4043,272052	MAN_INF	10	1006010	B4FF0200000000000000 00 00	65460	ACOPOS_SUB_SLOT	2
289	PLK[0]	4043,272053	WR_REQ	10	1001322	00280300000000000112 00 00	10240	EPROM_ID+0	3
290	PLK[0]	4043,272057	RD_RSP	11	1001329	240430302D330000002B 01 00	1060	RD_BLOCK_SEGM	30 30 2D 33 00 00
291	PLK[0]	4043,272058	RD_REQ	11	1001328	2404030000000000002C 01 00	1060	RD_BLOCK_SEGM
292	PLK[0]	4043,278079	WR_RSP	10	1001323	0028000000002D310112 00 00	10240	EPROM_ID+0
293	PLK[0]	4043,278081	RD_REQ	10	1001324	28280300000000000013 00 00	10280	EPROM_PRODUCT_TYPE+0
294	PLK[0]	4043,278086	RD_RSP	11	1001329	2404000000000000002C 01 00	1060	RD_BLOCK_SEGM	00 00 00 00 00 00
295	PLK[0]	4043,278087	RD_REQ	11	1001328	2504030000000000002D 01 00	1061	RD_BLOCK_LAST_SEGM
296	PLK[0]	4043,284059	RD_RSP	10	1001325	2828000000002D310013 00 00	10280	EPROM_PRODUCT_TYPE+0	0
297	PLK[0]	4043,284060	RD_REQ	10	1001324	40280300000000000014 00 00	10304	EPROM_STAT+0
298	PLK[0]	4043,284064	RD_RSP	11	1001329	2504000000000000002D 01 00	1061	RD_BLOCK_LAST_SEGM	00 00 00 00 00 00
299	PLK[0]	4043,284068	MAN_INF	11	1006011	B2FF4D33503400000000 01 00	65458	HW_PRODUCT_CODE	M3P4
300	PLK[0]	4043,284069	MAN_INF	11	1006011	B1FF4339000000000000 01 00	65457	HW_REVISION	C9
301	PLK[0]	4043,284070	MAN_INF	11	1006011	7EFF384C534132360000 01 00	65406	MODEL_NUMBER	8LSA26
302	PLK[0]	4043,284070	MAN_INF	11	1006011	7EFF2E44393036300000 01 00	65406	MODEL_NUMBER	,D9060
303	PLK[0]	4043,284071	MAN_INF	11	1006011	7EFF533230302D330000 01 00	65406	MODEL_NUMBER	S200-3
304	PLK[0]	4043,290094	RD_RSP	10	1001325	4028000000002D310014 00 00	10304	EPROM_STAT+0	0
305	PLK[0]	4043,290104	RD_REQ	11	1001328	0B06E02E000000000002 01 01	1547	MOTOR_HWINFO_DATA
306	PLK[0]	4043,296057	RD_REQ	10	1001324	0B060300000000000015 01 00	1547	MOTOR_HWINFO_DATA
307	PLK[0]	4043,296061	RD_RSP	11	1001329	0B063000000000000002 01 01	1547	MOTOR_HWINFO_DATA	48
308	PLK[0]	4043,296062	RD_REQ	11	1001328	2404E02E000000000003 01 01	1060	RD_BLOCK_SEGM
309	PLK[0]	4043,302082	RD_RSP	10	1001325	0B06300000002D310015 01 00	1547	MOTOR_HWINFO_DATA	48
310	PLK[0]	4043,302083	RD_REQ	10	1001324	24040300000000000016 01 00	1060	RD_BLOCK_SEGM
311	PLK[0]	4043,302088	RD_RSP	11	1001329	24044D33503431350003 01 01	1060	RD_BLOCK_SEGM	4D 33 50 34 31 35
312	PLK[0]	4043,302089	RD_REQ	11	1001328	2404E02E000000000004 01 01	1060	RD_BLOCK_SEGM
313	PLK[0]	4043,308054	RD_RSP	10	1001325	24040000000000000016 01 00	1060	RD_BLOCK_SEGM	00 00 00 00 00 00
314	PLK[0]	4043,308056	RD_REQ	10	1001324	24040300000000000017 01 00	1060	RD_BLOCK_SEGM
315	PLK[0]	4043,308060	RD_RSP	11	1001329	24043433373930430004 01 01	1060	RD_BLOCK_SEGM	34 33 37 39 30 43
316	PLK[0]	4043,308060	RD_REQ	11	1001328	2404E02E000000000005 01 01	1060	RD_BLOCK_SEGM
317	PLK[0]	4043,314093	RD_RSP	10	1001325	24040000000000000017 01 00	1060	RD_BLOCK_SEGM	00 00 00 00 00 00
318	PLK[0]	4043,314095	RD_REQ	10	1001324	24040300000000000018 01 00	1060	RD_BLOCK_SEGM
319	PLK[0]	4043,314099	RD_RSP	11	1001329	240439000000384C0005 01 01	1060	RD_BLOCK_SEGM	39 00 00 00 38 4C
320	PLK[0]	4043,314100	RD_REQ	11	1001328	2404E02E000000000006 01 01	1060	RD_BLOCK_SEGM
321	PLK[0]	4043,320068	RD_RSP	10	1001325	24040000000000000018 01 00	1060	RD_BLOCK_SEGM	00 00 00 00 00 00
322	PLK[0]	4043,320070	RD_REQ	10	1001324	24040300000000000019 01 00	1060	RD_BLOCK_SEGM
323	PLK[0]	4043,320074	RD_RSP	11	1001329	2404534132362E440006 01 01	1060	RD_BLOCK_SEGM	53 41 32 36 2E 44
324	PLK[0]	4043,320075	RD_REQ	11	1001328	2404E02E000000000007 01 01	1060	RD_BLOCK_SEGM
325	PLK[0]	4043,326080	RD_RSP	10	1001325	24040000000000000019 01 00	1060	RD_BLOCK_SEGM	00 00 00 00 00 00
326	PLK[0]	4043,326081	RD_REQ	10	1001324	2404030000000000001A 01 00	1060	RD_BLOCK_SEGM
327	PLK[0]	4043,326086	RD_RSP	11	1001329	24043930363053320007 01 01	1060	RD_BLOCK_SEGM	39 30 36 30 53 32
328	PLK[0]	4043,326087	RD_REQ	11	1001328	2404E02E000000000008 01 01	1060	RD_BLOCK_SEGM
329	PLK[0]	4043,332051	RD_RSP	10	1001325	2404000000000000001A 01 00	1060	RD_BLOCK_SEGM	00 00 00 00 00 00
330	PLK[0]	4043,332052	RD_REQ	10	1001324	2404030000000000001B 01 00	1060	RD_BLOCK_SEGM
331	PLK[0]	4043,332057	RD_RSP	11	1001329	240430302D3300000008 01 01	1060	RD_BLOCK_SEGM	30 30 2D 33 00 00
332	PLK[0]	4043,332058	RD_REQ	11	1001328	2404E02E000000000009 01 01	1060	RD_BLOCK_SEGM
333	PLK[0]	4043,338083	RD_RSP	10	1001325	2404000000000000001B 01 00	1060	RD_BLOCK_SEGM	00 00 00 00 00 00
334	PLK[0]	4043,338084	RD_REQ	10	1001324	2404030000000000001C 01 00	1060	RD_BLOCK_SEGM
335	PLK[0]	4043,338089	RD_RSP	11	1001329	24040000000000000009 01 01	1060	RD_BLOCK_SEGM	00 00 00 00 00 00
336	PLK[0]	4043,338089	RD_REQ	11	1001328	2504E02E00000000000A 01 01	1061	RD_BLOCK_LAST_SEGM
337	PLK[0]	4043,338106	STATE	12	1000265	B2006000000000000000 00 00	178	STATUS_BITS	00000000 00000000 00000000 01100000
338	PLK[0]	4043,344061	RD_RSP	10	1001325	2404000000000000001C 01 00	1060	RD_BLOCK_SEGM	00 00 00 00 00 00
339	PLK[0]	4043,344062	RD_REQ	10	1001324	2504030000000000001D 01 00	1061	RD_BLOCK_LAST_SEGM
340	PLK[0]	4043,344067	RD_RSP	11	1001329	2504000000000000000A 01 01	1061	RD_BLOCK_LAST_SEGM	00 00 00 00 00 00
341	PLK[0]	4043,344071	MAN_INF	11	1006011	B2FF4D33503400000000 01 01	65458	HW_PRODUCT_CODE	M3P4
342	PLK[0]	4043,344071	MAN_INF	11	1006011	B1FF4339000000000000 01 01	65457	HW_REVISION	C9
343	PLK[0]	4043,344072	MAN_INF	11	1006011	7EFF384C534132360000 01 01	65406	MODEL_NUMBER	8LSA26
344	PLK[0]	4043,344073	MAN_INF	11	1006011	7EFF2E44393036300000 01 01	65406	MODEL_NUMBER	,D9060
345	PLK[0]	4043,344074	MAN_INF	11	1006011	7EFF533230302D330000 01 01	65406	MODEL_NUMBER	S200-3
346	PLK[0]	4043,350091	RD_RSP	10	1001325	2504000000000000001D 01 00	1061	RD_BLOCK_LAST_SEGM	00 00 00 00 00 00
347	PLK[0]	4043,362078	MAN_INF	10	1006010	92FF5802000000000000 00 00	65426	CommunicationState	600
348	PLK[0]	4043,362081	STATE	10	1000263	B3002000180000000000 03 00	179	STATUS_CYCLIC_BITS	00000000 00011000 00000000 00100000
349	PLK[0]	4043,362084	MAN_INF	11	1006011	92FF5802000000000000 00 00	65426	CommunicationState	600
350	PLK[0]	4043,362085	STATE	11	1000264	B3000000100000000000 03 00	179	STATUS_CYCLIC_BITS	00000000 00010000 00000000 00000000
351	PLK[0]	4043,362086	STATE	11	1000264	B3000000100000000000 03 01	179	STATUS_CYCLIC_BITS	00000000 00010000 00000000 00000000
352	PLK[0]	4043,410179	MAN_INF	10	1006010	96FF0300000000000000 01 00	65430	McAcpDrv	3
353	PLK[0]	4043,410184	WR_REQ	10	1001322	E800000000000000011E 01 00	232	CYCLIC_TODRV_PAR_INDEX	0
354	PLK[0]	4043,416058	WR_RSP	10	1001323	E800000000000000011E 01 00	232	CYCLIC_TODRV_PAR_INDEX
355	PLK[0]	4043,416059	WR_REQ	10	1001322	CF00EA0000000000011F 01 00	207	CYCLIC_TODRV_PARID	234
356	PLK[0]	4043,416180	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
357	PLK[0]	4043,416183	WR_REQ	11	1001326	E800000000000000012E 01 00	232	CYCLIC_TODRV_PAR_INDEX	0
358	PLK[0]	4043,416192	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
359	PLK[0]	4043,416195	WR_REQ	11	1001326	E800002E00000000010B 01 01	232	CYCLIC_TODRV_PAR_INDEX	0
360	PLK[0]	4043,422084	WR_RSP	10	1001323	CF00000000000000011F 01 00	207	CYCLIC_TODRV_PARID
361	PLK[0]	4043,422087	WR_RSP	11	1001327	E800000000000000012E 01 00	232	CYCLIC_TODRV_PAR_INDEX
362	PLK[0]	4043,422089	WR_REQ	11	1001326	CF00EA0000000000012F 01 00	207	CYCLIC_TODRV_PARID	234
363	PLK[0]	4043,422091	WR_RSP	11	1001327	E800000000000000010B 01 01	232	CYCLIC_TODRV_PAR_INDEX
364	PLK[0]	4043,422092	WR_REQ	11	1001326	CF00EA0000000000010C 01 01	207	CYCLIC_TODRV_PARID	234
365	PLK[0]	4043,428071	WR_RSP	11	1001327	CF00000000000000012F 01 00	207	CYCLIC_TODRV_PARID
366	PLK[0]	4043,428074	WR_RSP	11	1001327	CF00000000000000010C 01 01	207	CYCLIC_TODRV_PARID
367	PLK[0]	4043,446096	STATE	12	1000265	B2006100000000000000 00 00	178	STATUS_BITS	00000000 00000000 00000000 01100001
368	PLK[0]	4043,446156	MAN_INF	10	1006010	96FF0B00000000000000 01 00	65430	McAcpDrv	11
369	PLK[0]	4043,446177	WR_REQ	10	1001322	E401F502000000000120 01 00	484	MA1_CYCLIC_SEND	757
370	PLK[0]	4043,452057	WR_RSP	10	1001323	E4010000000000000120 01 00	484	MA1_CYCLIC_SEND
371	PLK[0]	4043,452156	MAN_INF	11	1006011	96FF0B00000000000000 01 00	65430	McAcpDrv	11
372	PLK[0]	4043,452160	WR_REQ	11	1001326	E401F502000000000130 01 00	484	MA1_CYCLIC_SEND	757
373	PLK[0]	4043,458101	WR_RSP	11	1001327	E4010000000000000130 01 00	484	MA1_CYCLIC_SEND
374	PLK[0]	4043,476149	MAN_INF	10	1006010	96FF0300000000000000 01 00	65430	McAcpDrv	3
375	PLK[0]	4043,476155	WR_REQ	10	1001322	E4010000000000000121 01 00	484	MA1_CYCLIC_SEND	0
376	PLK[0]	4043,482080	WR_RSP	10	1001323	E4010000000000000121 01 00	484	MA1_CYCLIC_SEND
377	PLK[0]	4043,482181	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
378	PLK[0]	4043,482185	WR_REQ	11	1001326	E4010000000000000131 01 00	484	MA1_CYCLIC_SEND	0
379	PLK[0]	4043,488059	WR_RSP	11	1001327	E4010000000000000131 01 00	484	MA1_CYCLIC_SEND
380	PLK[0]	4043,500196	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
381	PLK[0]	4043,500202	WR_REQ	11	1001326	6100040000000000010D 01 01	97	ENCOD_TYPE	4
382	PLK[0]	4043,506090	WR_RSP	11	1001327	6100000000000000010D 01 01	97	ENCOD_TYPE
383	PLK[0]	4043,506193	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
384	PLK[0]	4043,506197	WR_REQ	11	1001326	61000400000000000132 01 00	97	ENCOD_TYPE	4
385	PLK[0]	4043,512055	WR_RSP	11	1001327	61000000000000000132 01 00	97	ENCOD_TYPE
386	PLK[0]	4043,518088	RD_REQ	11	1001328	B200040000000000000E 01 01	178	STATUS_BITS
387	PLK[0]	4043,518088	RD_RSP	11	1001329	B200050000000000000E 01 01	178	STATUS_BITS	00000000 00000000 00000000 00000101
388	PLK[0]	4043,524059	RD_REQ	11	1001328	B2000400000000000033 01 00	178	STATUS_BITS
389	PLK[0]	4043,524059	RD_RSP	11	1001329	B2000500000000000033 01 00	178	STATUS_BITS	00000000 00000000 00000000 00000101
390	PLK[0]	4043,524182	MAN_INF	10	1006010	CFFF0106030000000000 01 00	65487	PLCopen_MC_AxisState	1
391	PLK[0]	4043,554199	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
392	PLK[0]	4043,554205	WR_REQ	11	1001326	2C01000096430000010F 01 01	300	UDC_DETECTION	300
393	PLK[0]	4043,560070	WR_RSP	11	1001327	2C01050000000000010F 01 01	300	UDC_DETECTION
394	PLK[0]	4043,560194	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
395	PLK[0]	4043,560199	WR_REQ	11	1001326	2C010000964300000134 01 00	300	UDC_DETECTION	300
396	PLK[0]	4043,566086	WR_RSP	11	1001327	2C010500000000000134 01 00	300	UDC_DETECTION
397	PLK[0]	4043,566193	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
398	PLK[0]	4043,566198	WR_REQ	11	1001326	770000BADB4A00000110 01 01	119	AXLIM_V_POS	7,2e+06
399	PLK[0]	4043,572056	WR_RSP	11	1001327	77000500000000000110 01 01	119	AXLIM_V_POS
400	PLK[0]	4043,572058	WR_REQ	11	1001326	780000BADB4A00000111 01 01	120	AXLIM_V_NEG	7,2e+06
401	PLK[0]	4043,572158	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
402	PLK[0]	4043,572162	WR_REQ	11	1001326	770000BADB4A00000135 01 00	119	AXLIM_V_POS	7,2e+06
403	PLK[0]	4043,578087	WR_RSP	11	1001327	77000500000000000135 01 00	119	AXLIM_V_POS
404	PLK[0]	4043,578088	WR_REQ	11	1001326	780000BADB4A00000136 01 00	120	AXLIM_V_NEG	7,2e+06
405	PLK[0]	4043,578091	WR_RSP	11	1001327	78000500000000000111 01 01	120	AXLIM_V_NEG
406	PLK[0]	4043,578092	WR_REQ	11	1001326	790000BADB4A00000112 01 01	121	AXLIM_A1_POS	7,2e+06
407	PLK[0]	4043,584064	WR_RSP	11	1001327	78000500000000000136 01 00	120	AXLIM_V_NEG
408	PLK[0]	4043,584066	WR_REQ	11	1001326	790000BADB4A00000137 01 00	121	AXLIM_A1_POS	7,2e+06
409	PLK[0]	4043,584068	WR_RSP	11	1001327	79000500000000000112 01 01	121	AXLIM_A1_POS
410	PLK[0]	4043,584069	WR_REQ	11	1001326	7A0000BADB4B00000113 01 01	122	AXLIM_A2_POS	2,88e+07
411	PLK[0]	4043,590099	WR_RSP	11	1001327	79000500000000000137 01 00	121	AXLIM_A1_POS
412	PLK[0]	4043,590101	WR_REQ	11	1001326	7A0000BADB4B00000138 01 00	122	AXLIM_A2_POS	2,88e+07
413	PLK[0]	4043,590103	WR_RSP	11	1001327	7A000500000000000113 01 01	122	AXLIM_A2_POS
414	PLK[0]	4043,590104	WR_REQ	11	1001326	7B0000BADB4A00000114 01 01	123	AXLIM_A1_NEG	7,2e+06
415	PLK[0]	4043,596057	WR_RSP	11	1001327	7A000500000000000138 01 00	122	AXLIM_A2_POS
416	PLK[0]	4043,596059	WR_REQ	11	1001326	7B0000BADB4A00000139 01 00	123	AXLIM_A1_NEG	7,2e+06
417	PLK[0]	4043,596061	WR_RSP	11	1001327	7B000500000000000114 01 01	123	AXLIM_A1_NEG
418	PLK[0]	4043,596062	WR_REQ	11	1001326	7C0000BADB4B00000115 01 01	124	AXLIM_A2_NEG	2,88e+07
419	PLK[0]	4043,602081	WR_RSP	11	1001327	7B000500000000000139 01 00	123	AXLIM_A1_NEG
420	PLK[0]	4043,602082	WR_REQ	11	1001326	7C0000BADB4B0000013A 01 00	124	AXLIM_A2_NEG	2,88e+07
421	PLK[0]	4043,602084	WR_RSP	11	1001327	7C000500000000000115 01 01	124	AXLIM_A2_NEG
422	PLK[0]	4043,602085	WR_REQ	11	1001326	7E00FFFFFF7F00000116 01 01	126	AXLIM_POS_SW_END	2147483647
423	PLK[0]	4043,608058	WR_RSP	11	1001327	7C00050000000000013A 01 00	124	AXLIM_A2_NEG
424	PLK[0]	4043,608059	WR_REQ	11	1001326	7E00FFFFFF7F0000013B 01 00	126	AXLIM_POS_SW_END	2147483647
425	PLK[0]	4043,608062	WR_RSP	11	1001327	7E000500000000000116 01 01	126	AXLIM_POS_SW_END
426	PLK[0]	4043,608063	WR_REQ	11	1001326	7F000000008000000117 01 01	127	AXLIM_NEG_SW_END	-2147483648
427	PLK[0]	4043,614090	WR_RSP	11	1001327	7E00050000000000013B 01 00	126	AXLIM_POS_SW_END
428	PLK[0]	4043,614091	WR_REQ	11	1001326	7F00000000800000013C 01 00	127	AXLIM_NEG_SW_END	-2147483648
429	PLK[0]	4043,614094	WR_RSP	11	1001327	7F000500000000000117 01 01	127	AXLIM_NEG_SW_END
430	PLK[0]	4043,620071	WR_RSP	11	1001327	7F00050000000000013C 01 00	127	AXLIM_NEG_SW_END
431	PLK[0]	4043,620193	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
432	PLK[0]	4043,620198	WR_REQ	11	1001326	62000000614400000118 01 01	98	AXLIM_DS_STOP	900
433	PLK[0]	4043,626086	WR_RSP	11	1001327	62000500000000000118 01 01	98	AXLIM_DS_STOP
434	PLK[0]	4043,626088	WR_REQ	11	1001326	8B040200000000000119 01 01	1163	AXLIM_DV_STOP_MODE	2
435	PLK[0]	4043,626187	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
436	PLK[0]	4043,626191	WR_REQ	11	1001326	620000007A440000013D 01 00	98	AXLIM_DS_STOP	1000
437	PLK[0]	4043,632054	WR_RSP	11	1001327	6200050000000000013D 01 00	98	AXLIM_DS_STOP
438	PLK[0]	4043,632056	WR_REQ	11	1001326	8B04020000000000013E 01 00	1163	AXLIM_DV_STOP_MODE	2
439	PLK[0]	4043,632058	WR_RSP	11	1001327	8B040500000000000119 01 01	1163	AXLIM_DV_STOP_MODE
